"sex" "age" "field" "language" "education" "paranormal" "toss.K" "toss.RT" "grid.K" "grid.RT" "guess.K" "guess.RT" "roll.K" "roll.RT" "spot.K" "spot.RT" "K" "toss" "guess" "roll" "spot" "grid" "RT"
"" 44.0301369863014 "0" "other" 0 NA 4.80390408473363 7.6 0.356184830254905 16.6 1.15967683417911 11.5 0.869426633563054 7.5 1.77122688167072 6.7 1.79208385288028 "000110100111" "3453145231" "5235623416" "5624785231" "001101010" 49.9
"female" 29.0849315068493 "science" "spanish" 7 0 0.213536736688299 11.5 -3.04096573668208 9.4 1.82318994094492 14.1 0.936132054837886 8.8 0.453458866378472 12.7 0.0770703724334993 "001001011101" "4351425312" "5354651352" "8346786719" "000000000" 56.5
"male" 36.4684931506849 "science" "german" 7 0 -1.28392844546275 10.9 0.206595179695689 23.8 0.272347841483716 17.5 2.25606435312904 12.5 1.57474468015467 11.9 0.605164721800073 "110100000000" "4215243524" "2641345261" "5694876218" "010111001" 76.6
"female" 33.1013698630137 "humanities" "german" 6 0 0.866643443892017 33 0.356184830254905 10.5 1.83422835573106 27.2 1.91658357311677 21.2 1.55796729946677 12.9 1.3063215004923 "011101110001" "4521324512" "2644152346" "5314572698" "101010011" 104.8
"male" 33.2109589041096 "science" "english" 6 0 -0.683787012894562 23.4 1.8214169933467 16.2 1.99909340593844 17.2 1.05493519926429 9.4 0.437493530757635 6.2 0.925830423282501 "001011101101" "3241534251" "3524113524" "8685433569" "001100011" 72.4
"male" 59.1315068493151 "science" "german" 7 0 0.119853202186522 18.7 0.206595179695689 15.6 -3.25339526137606 35.1 2.16813522624771 20.1 1.2413967976409 15.1 0.0965170288789521 "001001101001" "3444442211" "2534612135" "5423865495" "110011010" 104.6
"male" 27.241095890411 "other" "german" 5 3 0.404517267557664 6.9 0.356184830254905 16.7 -0.988780463931304 7.1 1.43344476067216 8.4 1.74001555500297 14.5 0.589076389911279 "011011100101" "4443235554" "2543621125" "4158395648" "001101010" 53.6
"male" 4.0027397260274 "science" "other" 7 0 0.972396796684674 6.4 -0.26594314058387 17.3 2.01801660812933 12.9 1.29285456153654 12.4 1.35626400486341 17 1.07471776612602 "011110000011" "2342155432" "4521164332" "6564172385" "000111010" 66
"female" 23.7479452054795 "science" "german" 5 0 1.19276816004908 8.6 1.33650212698573 25 1.61953036019325 23.2 1.6301236255508 16.9 2.24468315240861 6.9 1.60472148503749 "001110010111" "3251423411" "5546251364" "5364129875" "101110100" 80.6
"male" 60.3424657534247 "science" "german" 6 0 0.317797422570145 16.9 -3.04096573668208 16.2 -0.436604537752315 23.7 1.64726373022433 14.4 2.14310714217543 14.6 0.126119604107102 "000101011001" "3511112354" "6325412664" "7465321978" "000000000" 85.8
"male" NA "humanities" "english" 5 4 -0.70683892538061 14.1 0.0687445069726324 26.4 0.909120156115947 24.4 0.913540252187286 13.1 1.26443035665735 10.6 0.489799269310521 "001010111000" "2545115524" "4426153132" "5213627513" "010101010" 88.6
"female" 57.558904109589 "humanities" "german" 6 0 -0.0974759188804368 52.4 0.356184830254905 10.6 2.20877439385923 34 2.09967015419647 31.1 0.498940103808645 8.8 1.01321871264776 "000000111101" "1542345312" "1234561235" "1234586958" "010101001" 136.9
"female" 48.7561643835616 "science" "german" 7 0 1.15788349988855 9.8 -0.49051686914422 18.3 -1.10675133111707 8.2 0.212763325388529 7.3 -0.030238144754146 12 -0.0513719039476714 "000111111010" "2355222234" "2335255361" "5231117549" "001100111" 55.6
"male" 26.7643835616438 "humanities" "german" 6 NA 1.06049521580345 11 1.33650212698573 7.3 -0.598865086465276 16.8 0.274481658702609 9.7 0.918320078645084 9 0.598186798734319 "011100100001" "5454352151" "6535321466" "8574863268" "100110101" 53.8
"female" 33.3452054794521 "humanities" "english" 6 0 0.225944087859878 13.3 0.0102290462036586 18.4 0.592542430320901 28.4 0.973909237267898 17 0.16721281416169 25.7 0.393967523162805 "001000110100" "2452235422" "1664421364" "7584568853" "101101001" 102.8
"male" 10.8383561643836 "0" "french" 1 0 -0.25121223725599 21.2 1.8214169933467 20.7 2.05015844564947 26.5 1.17004724448557 9.5 2.24468315240861 12.2 1.40701871972687 "001100110011" "4315232145" "2653254326" "5698234175" "101110010" 90.1
"female" 40.6931506849315 "humanities" "french" 4 3 1.19276816004908 9.2 1.8214169933467 7.8 0.468404539867035 18.5 2.02533397357283 15 1.98892806319316 15.1 1.49937034600576 "000011010011" "3213425125" "2561345623" "1257489235" "010110101" 65.6
"male" 39.9808219178082 "science" "other" 4 0 0.345809680933935 6.2 -0.956960540698852 15.4 0.113538834845727 15.4 -0.516688193729036 6.8 0.0940038471321496 9.9 -0.184059274303215 "000001011100" "1124335111" "5542353111" "5852754199" "111001110" 53.7
"male" 46.3534246575342 "science" "german" 6 0 1.2667543388864 17.4 1.77344872879726 36.7 1.18339255008704 24.7 0.0187054028523556 12.5 0.766833436874292 17.2 1.00182689149947 "000101101111" "2312243152" "1412325221" "5472826251" "001010011" 108.5
"male" 56.8958904109589 "0" "english" 3 1 0.665394272280631 15.4 -3.04096573668208 10.7 2.005371641384 19.6 -0.0895298742889162 10.8 0.88518659452348 10.8 0.0850913794434229 "001011001101" "5341232145" "1541326322" "4235298718" "000000000" 67.3
"male" 50.1424657534247 "science" "french" 6 0 0.665394272280631 12.2 -0.956960540698852 16.8 1.49332766455957 22.4 0.560852657278705 8 1.42883761933287 7.9 0.638290334550585 "000100111001" "4123553424" "5541362213" "8517462328" "100010010" 67.3
"female" 64.5178082191781 "humanities" "german" 6 0 -1.61629402321168 17.2 1.8214169933467 8.1 1.37794516288601 17.1 1.54104295919306 13.9 1.50241956999972 20.4 0.925306132442762 "100010000000" "4221435213" "2432565342" "5498923654" "110011100" 76.7
"male" 28.0246575342466 "science" "german" 6 0 -0.369969093310324 29.8 0.356184830254905 56.8 1.8565803885977 16.1 0.454312681698874 15.1 1.35626400486341 10.3 0.730674562420913 "111001000000" "4153251431" "3554622114" "6562381475" "100101010" 128.1
"male" 40.027397260274 "science" "french" 7 0 -3.53112897359473 12.9 1.33650212698573 18.5 -2.19311633826916 19.8 1.38403595606729 19.5 1.38901089994305 11.8 -0.322939265773564 "010101010101" "5142355555" "3652413446" "8157793642" "111010100" 82.5
"male" 62.7260273972603 "science" "german" 7 0 0.467207984648294 25.1 0.356184830254905 23.2 -0.50757770549613 20.2 1.6716196825721 22.5 -0.0805880548158761 18.5 0.381369347432659 "000111011001" "2432211555" "1543614265" "4145399868" "011010101" 109.5
"female" 33.4356164383562 "humanities" "german" 4 3 -4.41549456072126 21.7 0.446237925989999 6 -8.16908568875474 14.6 -0.385918397374099 7.8 -1.3149534881648 11 -2.76784284180498 "000000000000" "2122222222" "1523655252" "5852627878" "101001001" 61.1
"female" 46.1315068493151 "humanities" "german" 6 0 -0.69307687786102 38.3 -0.142574845308193 32.1 -2.63645254739798 66.3 0.640594404279785 34.2 -0.142091060362883 22.8 -0.594720185330058 "111111000000" "2253453453" "3624434266" "8875686458" "100011011" 193.7
"male" 39.7945205479452 "humanities" "german" 4 0 0.165508594605112 6.9 1.8214169933467 20.2 1.0687820686998 15.9 -0.253106240815498 6.3 1.13021469559364 10.1 0.786563222285951 "000010101110" "2431244532" "2556324441" "5587147956" "101110010" 59.4
"male" 41.0904109589041 "other" "german" 4 0 -1.41766355787566 28.2 1.77344872879726 66.7 -9.98203234107658 26.1 0.0122887854927448 53.8 1.00806889534164 12.9 -1.72117789786412 "111100000000" "4444444444" "3341153215" "2785635114" "011101001" 187.7
"male" 48.7643835616438 "science" "english" 6 0 0.374697462719755 22.7 0.145914824578648 15.2 1.94386875892987 32.3 1.13856867179017 25.5 2.17402882946497 8.8 1.15541570949668 "001011100100" "5423152145" "5231542514" "5724163975" "010110001" 104.5
"male" 42.8602739726027 "science" "english" 4 5 -0.759925308614842 12.7 0.356184830254905 71.4 -1.83172228674761 24.9 1.29285456153654 29.1 1.13672334402876 11.3 0.0388230280915507 "001010111010" "1211144433" "5245162243" "5942148658" "100101010" 149.4
"" 42.5890410958904 "humanities" "english" 6 4 -0.688443616111553 28.9 -3.04096573668208 13.7 1.51501378638811 24 1.58322347472104 12.2 2.14310714217543 16.8 0.302387010098189 "010011101101" "2354123421" "2516365124" "8245796183" "000000000" 95.6
"male" 30.227397260274 "science" "spanish" 5 0 -0.25121223725599 10.1 0.356184830254905 24.4 0.256799097135152 15.9 0.68656530430034 11.5 1.33528055445975 9.8 0.476723509778831 "000110110100" "2423212253" "5245216432" "8219637745" "010101100" 71.7
"male" 37.4876712328767 "science" "english" 7 0 0.866643443892017 13 0.356184830254905 19.9 1.74835518580657 10.6 1.25590425043594 7 -0.182573423868608 11.1 0.808902857304165 "001001101110" "3154251423" "4563651643" "6688473352" "110010101" 61.6
"male" 27.0328767123288 "science" "french" 7 0 -1.43852976637882 14.7 -0.596190894812097 18.3 -9.11666628260673 9.7 1.99844941733826 15.7 1.33438577047687 18 -1.5637103511965 "101101000000" "2333333333" "1241356214" "5523471963" "110001011" 76.4
"male" 25.6931506849315 "humanities" "german" 4 0 -0.797830410346681 33.1 1.8214169933467 35.1 0.626015878508343 21.1 1.50010182624206 31.8 0.0634828863443681 150 0.642637434818958 "110110000000" "1442535223" "4661524631" "8656449233" "100001110" 271.1
"male" 49.0328767123288 "other" "german" 6 0 0.345809680933935 23.9 0.356184830254905 49.5 -9.98203234107658 33.7 1.24811220995901 25.6 -0.522830047957309 25.1 -1.71095113357721 "111011000000" "2222222222" "2532661243" "5249636356" "001110101" 157.8
"male" 23.7287671232877 "humanities" "spanish" 5 1 1.39018191626686 9.7 0.561667291926006 13.6 2.005371641384 12.2 1.38689436310234 9.3 1.32406932860021 12.9 1.33363690825588 "001011010111" "2445321354" "4125236654" "1457396225" "100100111" 57.7
"female" 50.4657534246575 "other" "other" 5 0 -0.189567146728927 34.8 0.0687445069726324 21.6 -9.98203234107658 30.5 0.304421976896957 51.4 2.17139167602433 11.1 -1.52540826558232 "110111000000" "4444444444" "3316614225" "5624719856" "010101010" 149.4
"male" 51.5397260273973 "science" "german" 7 0 -0.00496539695183322 12.7 -0.596190894812097 68.5 1.46354207928342 14.8 1.76225454379666 25.3 2.14310714217543 14.7 0.953549494698316 "001000111101" "4121534235" "2532146513" "6748251963" "110001011" 136
"male" 16.8438356164384 "0" "other" 2 4 0.165508594605112 97.3 -0.596190894812097 19.1 0.127510270336156 23.2 0.991033544212082 14 1.24911720983572 12.7 0.387395744835395 "110010000000" "3421353232" "6251533644" "4252917536" "110100011" 166.3
"female" 22.7890410958904 "other" "german" 4 NA -3.49593906626862 30.4 0.0687445069726324 13.2 1.24995200570364 26 0.568783657293594 12.5 -15.1528449549343 5.9 -3.35226077024661 "011111111111" "5435245314" "6345322123" "8888888888" "010101010" 88
"female" 40.1342465753425 "science" "other" 7 0 0.00481600420463349 14.1 0.356184830254905 15.7 1.11996843221531 27.7 2.14822813138713 10 1.37491025137484 11.9 1.00082152988736 "000001110101" "3241521542" "1452263541" "1426763258" "001110101" 79.4
"female" 17.0109589041096 "0" "english" 2 1 0.685710118288427 11.9 -3.04096573668208 8 -1.72052636451503 16 2.08542669518285 7.4 1.92583825190849 5.8 -0.0129034071634686 "000010110111" "4345433434" "3612543651" "6415287935" "000000000" 49.1
"female" 25.3287671232877 "science" "german" 6 1 -0.486817754778009 28.6 0.356184830254905 26 1.39383536570256 20.9 1.5442426688446 14.8 2.05470195603994 18 0.972429413212799 "001111100101" "2431213544" "5264156334" "5193674289" "101010110" 108.3
"female" 27.2054794520548 "0" "german" 4 2 -1.37224855394188 18.5 0.356184830254905 8.9 0.635084458663078 15.6 0.235118985742806 13.6 2.14310714217543 8.6 0.399449372578868 "011101101101" "3534213555" "5352366113" "6958427319" "100101010" 65.2
"female" 26.641095890411 "humanities" "german" 6 0 1.19276816004908 7.7 -0.596190894812097 13.1 1.27167310666341 11.4 -0.618703744034792 6.2 0.858373697691324 10.6 0.421584065111385 "001110011101" "3255412132" "1421452652" "5684174195" "100110001" 49
"female" 63.0191780821918 "0" "english" 3 5 -0.475190761427027 19.7 -3.04096573668208 20.4 0.601387644806084 21 -0.0994127025295945 15.7 0.763296318569704 18.5 -0.450177047452583 "001000110001" "2551212453" "6313315162" "6389157754" "000000000" 95.3
"male" 62.1287671232877 "science" "english" 6 0 -0.610967185989501 35.8 0.206595179695689 33.5 1.40991530676606 17.3 1.64038236838315 39 1.70860767310778 19.4 0.870906668392636 "001101000100" "2411534223" "2463252143" "5238496831" "011110010" 145
"male" 17.2657534246575 "0" "other" 3 3 -1.69615398023654 5.8 -3.04096573668208 5.9 0.736635093932636 8 1.08686559987234 4.8 2.17139167602433 7.2 -0.148445469417863 "010110101010" "2435432123" "5623345623" "5648923156" "000000000" 31.7
"male" 70 "science" "german" 7 0 -0.301972727256737 15 -3.04096573668208 27.9 -0.525952785706191 22 1.46334876108053 21.2 1.09347651423992 16.2 -0.262413194864912 "101110000000" "5551342555" "1522436561" "8594258768" "000000000" 102.3
"female" 47.9616438356164 "humanities" "spanish" 5 2 -1.25670379581579 29 0.0687445069726324 15.1 2.16556173245454 29.9 2.51333158285832 27.5 2.00757791872333 13.9 1.09970238903861 "000111111111" "1354233145" "4625135642" "8617329487" "010101010" 115.4
"female" 66.1232876712329 "other" "english" 4 5 0.817983062534058 15.5 -3.04096573668208 16.1 0.658026735231414 16.8 1.17249838485549 15.3 0.391396498845955 12 -0.000212211043032651 "011101001110" "3435243211" "2235214625" "6254576258" "000000000" 75.7
"male" NA "science" "german" 6 0 -0.0886305520151953 6 1.8214169933467 6.5 -9.98203234107658 12.3 1.57993310025012 6.7 -15.1528449549343 6 -4.36443155088585 "001111011011" "1111111111" "2362152346" "5555555555" "010110101" 37.5
"female" 33.6027397260274 "humanities" "german" 6 2 -0.469321955783618 22.7 1.46639916626455 29.2 1.04082232948982 9.7 0.604226498226074 16.6 0.545185994239997 11.9 0.637462406487365 "010011101010" "4123421353" "6521415341" "4526614478" "101101010" 90.1
"male" 75.5123287671233 "0" "english" 0 5 -4.41549456072126 14.5 -3.04096573668208 18.2 0.63054253508632 18.2 2.06200643059287 19.5 0.68544211271921 18 -0.815693843800988 "000000000000" "2451223211" "5543621453" "5647585693" "000000000" 88.4
"male" 62.3287671232877 "0" "english" 3 5 0.251269885339297 14.7 -0.596190894812097 25.6 0.542779951924584 30.2 0.37043738927379 21.8 0.656486509465932 10.9 0.244956568238301 "011100110000" "5221421554" "5112144165" "5368845892" "001010110" 103.2
"male" 61.8054794520548 "science" "german" 6 0 0.665394272280631 15.9 0.356184830254905 18.6 0.0326238781631046 35.9 -0.864940157320014 17.3 0.483237481523192 19.8 0.134500060980364 "000100111001" "3441212231" "2414633323" "5874682332" "101010110" 107.5
"male" 40.8082191780822 "science" "french" 7 0 -0.414755268172264 11.3 -0.596190894812097 4.2 1.05007789213588 11 1.07996150841947 9.2 1.19399843231428 15.2 0.462618333977054 "001011011011" "3342354513" "5425213542" "5345714283" "110101001" 50.9
"male" 24.3917808219178 "humanities" "english" 5 0 0.517184143856415 14.7 0.356184830254905 29.6 1.40185133617977 15.5 1.15059180885488 26.3 1.48626393154905 17.3 0.982415210139004 "010010111001" "3532154351" "5124226514" "8246529385" "101110001" 103.4
"female" 34.241095890411 "other" "english" 4 5 -0.69307687786102 32.2 1.33650212698573 15.5 -0.767152021041622 22 1.26112325631568 24.3 1.90278165906311 11.2 0.608035628692376 "111111000000" "5322311133" "5334266451" "8245617895" "000101110" 105.2
"female" 39.6 "0" "german" 3 0 0.891969241371436 17.4 1.33650212698573 11.5 1.12650572206249 32.1 0.803884705261647 12 -1.57206980759733 11.1 0.517358397616795 "001001010111" "2254413214" "5526231454" "5588821565" "101011001" 84.1
"female" 23.186301369863 "science" "english" 5 4 -0.0430876568624228 11.3 0.356184830254905 31.5 1.62901405476746 18.8 1.84720162941765 24.2 1.74217663235345 10.7 1.10629789798621 "001100011010" "4432215423" "5265413524" "5247816398" "110010101" 96.5
"male" 48.8301369863014 "science" "french" 5 0 -2.7100757389336 27.4 1.8214169933467 19.1 0.498896689262438 51.2 2.40823061165801 20.4 1.48063505531982 13 0.699820722130674 "010010110110" "5213314445" "5134624315" "4658729425" "101100010" 131.1
"male" 43.4958904109589 "science" "german" 7 0 1.58550205033555 14.5 -0.678035429199681 20.5 1.25354794659586 19.5 1.93342333021192 27.6 1.07370127401649 17.3 1.03362783439203 "000110100011" "2445121432" "2461135246" "5267853364" "001000110" 99.4
"male" 32.372602739726 "humanities" "english" 6 4 1.15788349988855 9.5 -3.04096573668208 9.9 0.207884900053227 15.2 1.08917458621838 22.4 0.805740513431318 7.6 0.043943552581879 "011001110000" "3431443522" "4511634542" "5652471875" "000000000" 64.6
"male" 47.3534246575342 "science" "german" 4 0 -1.26420857682795 20.3 -2.02399352765238 10.8 0.639641752568944 14.8 -11.3769232927985 19.6 1.31596646571742 13.7 -2.54190343579849 "101010000000" "2543125431" "1111111111" "1475421896" "111110111" 79.2
"female" 24.8191780821918 "science" "german" 4 0 -0.301972727256737 26.6 0.189437849218902 28.3 0.974824848730779 19.3 0.684835356292922 20 -0.360761884992863 9.7 0.237272688398601 "101110000000" "3225345143" "1442661143" "7685538573" "010100001" 103.9
"female" 23.5095890410959 "0" "german" 3 0 -0.683787012894562 22 -0.956960540698852 32 0.251655822656766 42.4 0.86155388414172 24.2 -0.810577750685608 10.8 -0.267623119496107 "001011101101" "4244324531" "6213146613" "6652866339" "001010010" 131.4
"female" 21.241095890411 "humanities" "german" 4 0 -0.69307687786102 48.8 0.145914824578648 19.4 -9.98203234107658 31.8 1.09380406868579 26.9 2.07231273453469 9.6 -1.47261551822769 "111111000000" "5555555555" "4354626532" "8523647951" "110001101" 136.5
"male" 61.7232876712329 "other" "german" 7 3 -0.69307687786102 10.4 -3.04096573668208 11 0.58375493379626 20.8 0.0722440726788284 14.2 2.14310714217543 13.5 -0.186987293178516 "111111000000" "3251234555" "5661423666" "5241789632" "000000000" 69.9
"female" 28.5369863013699 "science" "german" 6 2 1.53266859740358 26.9 0.206595179695689 20.8 1.77991942131746 21 1.09148740490866 16.1 1.74217663235345 13.9 1.27056944713577 "001011011100" "2514324315" "5243616145" "5398156472" "110000101" 98.7
"male" 21.9780821917808 "science" "german" 4 0 1.90745369491854 24.2 0.206595179695689 70.8 0.588141514430398 47.6 0.579963442862679 24.6 0.756949824500657 22.9 0.807820731281593 "000101111001" "1442145234" "4266143354" "3153744863" "011000101" 190.1
"female" 28.2904109589041 "0" "german" 3 0 -1.14468789157328 9 -3.04096573668208 9.2 1.02249988271461 13.5 1.23779014097625 9.9 1.92583825190849 9.8 9.49294687979219e-05 "001001010010" "3254312543" "2441526436" "5471685932" "000000000" 51.4
"female" 30.7260273972603 "humanities" "german" 6 3 -0.683787012894562 27.6 -3.04096573668208 5.6 1.96813390305439 29.2 1.85919716640038 23.4 0.486631133692153 17.4 0.117841890714056 "011010100000" "1543245134" "5143623164" "9545637828" "111111111" 103.2
"male" 44.9287671232877 "science" "english" 7 0 1.30609362831277 9.4 -3.04096573668208 9.3 1.84535799811991 28.7 1.58322347472104 6.6 1.92583825190849 8.2 0.723909523276026 "001101001110" "3243115423" "1536254365" "8562948173" "000000000" 62.2
"male" 52.1095890410959 "other" "german" 6 0 1.30609362831277 12.9 -0.49051686914422 16.1 0.954486267006957 19.2 0.491434561029145 13.7 0.61068035870446 10.4 0.574435589181822 "011110100111" "3455113442" "6231233415" "8636415765" "010110100" 72.3
"male" 40.8082191780822 "science" "german" 6 0 -2.42962405067855 13.2 0.356184830254905 11.8 1.36614935844141 15.1 1.02592670857866 7 2.11279171799681 5.2 0.486285712918647 "100100000000" "3514423124" "6433522615" "5764391685" "101010110" 52.3
"male" 27.4958904109589 "science" "german" 6 0 0.360140724337139 13 0.356184830254905 16.9 1.77991942131746 18.3 1.35576981567282 11.9 1.71856929452409 20 1.11411681722128 "011100100101" "4231532415" "5236541552" "8569254187" "010101100" 80.1
"male" 37.8547945205479 "other" "german" 7 0 0.517184143856415 18.2 -3.04096573668208 3.9 1.63378106528135 11.3 1.35018474630843 16.3 1.27226693012479 11.5 0.346490229777781 "001011101100" "4231523214" "2413261451" "8525714635" "111111111" 61.2
"female" 45.1780821917808 "science" "german" 4 0 1.19276816004908 10.3 0.356184830254905 6.4 1.60542887988937 12.7 0.739488358798546 8.4 2.14310714217543 10.7 1.20739547423347 "000101100011" "2445314225" "3552614455" "4285693147" "010101001" 48.5
"male" 32.827397260274 "science" "german" 6 0 -0.797830410346681 15.7 1.77344872879726 5.3 0.881523307938549 14.4 0.635578899377541 9.3 2.11279171799681 7.5 0.921102448752696 "110110000000" "2435433214" "5212446323" "8527643298" "011101001" 52.2
"female" 25.7698630136986 "science" "german" 6 0 1.2290211902354 13.3 1.8214169933467 14.5 1.48475006190442 13.3 1.54104295919306 14.6 1.33528055445975 13.4 1.48230235182787 "001011110010" "3453241254" "2511634522" "5328479961" "110001100" 69.1
"male" 47.3397260273973 "science" "german" 6 0 0.500223415084546 15.4 0.145914824578648 11.2 0.911911201807172 23.4 2.16313172736743 19 1.17140811737437 9.1 0.978517857242433 "110011000000" "4133144253" "1336524613" "8665378291" "110001101" 78.1
"male" 42.5945205479452 "science" "german" 6 0 -0.0796997213448604 9.9 0.356184830254905 11.9 -0.547865981247936 14.6 1.72529022942063 5.9 1.37635393492573 8.4 0.566052658401694 "001011011101" "2345124444" "2415236254" "5264154732" "010101001" 50.7
"male" 44.441095890411 "science" "german" 6 0 -0.0146443731778813 12.1 1.77344872879726 14.6 1.10698829255408 20.4 1.43937444170926 6.6 1.54883877012198 10.2 1.17080117200094 "011011001111" "5521433523" "5314256533" "4389857624" "010100111" 63.9
"male" 30.2684931506849 "science" "german" 6 0 -0.585360734558133 9.4 -0.791814806528575 4.9 1.01343130255988 18 0.322966567296487 8 1.70730597833025 9.3 0.333305661419982 "001010111011" "4213234532" "2411521652" "5348759142" "101001111" 49.6
"male" 61.3095890410959 "science" "german" 6 0 0.0553386214740065 11.5 -0.956960540698852 5.2 0.957373039953712 15.6 0.664241785314025 10.9 1.39803935082932 12.6 0.423606451374442 "000110100100" "1233443154" "5131541245" "8592674548" "101101011" 55.8
"male" 22.7534246575342 "science" "german" 4 0 -0.822263562866657 6.4 1.77344872879726 18.7 1.8565803885977 16.3 0.37043738927379 15.6 0.0267357107909772 12.3 0.640987730918614 "001000001101" "3244531342" "5211325655" "1458966585" "110010100" 69.3
"female" 61.8739726027397 "0" "german" 3 4 -0.69307687786102 25.5 0.0687445069726324 20.4 -0.0159360892905151 54.8 -0.133460855676617 49.2 1.05055530281012 25.1 0.0553651973909201 "111111000000" "4223522342" "1165646116" "3267892695" "010101010" 175
"male" 34.8054794520548 "other" "german" 4 0 0.552068804016944 13.4 0.145914824578648 9.1 -0.225930221978172 17.4 -0.0705571799960554 12.8 1.54957294733174 15.5 0.390213834790621 "010000101100" "2221342252" "3552163535" "3265857419" "011100101" 68.2
"male" 39.6602739726027 "0" "german" 3 0 -2.3218999732142 14.3 -3.04096573668208 8.3 1.30867211141385 11.5 1.47244654926882 7.8 2.05470195603994 7.6 -0.105409018634734 "010010101010" "3432154324" "4526621346" "4258693175" "000000000" 49.5
"male" 37.413698630137 "science" "german" 7 0 -0.1149166963692 4.8 1.33650212698573 7.5 0.256799097135152 11.4 1.6301236255508 6.1 -0.173829106749351 6.4 0.586935809310626 "010001011010" "2341222454" "1532265421" "5245563878" "010001011" 36.2
"male" 39.6520547945205 "science" "german" 6 0 0.685710118288427 15.6 1.33650212698573 12.2 1.7226052796088 23.8 0.997509805014099 21.3 2.24468315240861 12.4 1.39740209646113 "001010011110" "2441534312" "2415662535" "5617498325" "001010111" 85.3
"male" 31.9041095890411 "0" "german" 3 0 -0.414755268172264 8.2 -1.12648304796118 12.8 1.96813390305439 16.7 1.47244654926882 16.4 0.614285701236093 23.6 0.502725567485172 "001011011011" "1432254231" "5332416355" "8595142337" "110111101" 77.7
"female" 38.0739726027397 "other" "german" 4 0 0.225944087859878 10.5 1.8214169933467 12.1 1.36614935844141 18.1 1.61656173805531 9.5 1.708119409141 11.7 1.34763831736886 "010001001110" "4352132512" "2561143516" "5361874582" "110001100" 61.9
"male" 33.227397260274 "0" "german" 3 0 1.06049521580345 41 -3.04096573668208 22.4 0.199628104941802 31.2 0.927874413244675 32.7 0.112563457542311 18.5 -0.148080909029968 "001011101001" "4315112311" "3431625326" "6246585957" "111111111" 145.8
"male" 43.4849315068493 "science" "german" 6 0 0.665394272280631 6.1 0.723053305767659 7.6 -6.36111580476463 11.4 1.08225907355823 4.6 1.58553042846662 8.3 -0.460975744938298 "001110010101" "3454444444" "2522143265" "4236965182" "100110110" 38
"male" 29.1397260273973 "0" "german" 3 0 0.331697440652534 6.8 0.145914824578648 16.1 1.90827164504352 12.2 0.86745427238312 8.4 1.48344693205863 8.7 0.94735702294329 "001011101011" "3254132453" "5143552616" "4862595473" "010011100" 52.2
"male" 35.0876712328767 "science" "german" 7 0 0.201293726131176 41.8 -0.596190894812097 9.9 -9.98203234107658 17.2 0.6608389192982 10.5 0.879177285128774 15.1 -1.76738266106611 "000110000110" "5555555555" "5451563624" "1658676294" "110101001" 94.5
"male" 25.7068493150685 "science" "german" 6 0 0.665394272280631 10 1.77344872879726 6.3 0.599170888644673 8.8 0.997509805014099 9 1.44179643597836 8.8 1.095464026143 "001011001110" "3432235132" "1156243562" "5562394718" "100010110" 42.9
"male" 37.9945205479452 "other" "german" 4 0 0.225944087859878 6.5 1.8214169933467 15.8 1.96813390305439 17.6 1.38118340043241 8 2.05470195603994 7.8 1.49027606814666 "001111001010" "4233551342" "5331644125" "1473259168" "001110011" 55.7
"female" 32.5671232876712 "humanities" "german" 6 0 0.727732526532448 8.7 0.356184830254905 9.1 0.585946438045489 16.9 0.849827534933212 8.9 1.14371129503881 13.1 0.732680524960973 "000011010111" "3244532411" "5325214665" "5628454712" "101110001" 56.7
"male" 34.5698630136986 "science" "german" 6 0 0.552068804016944 19.1 0.356184830254905 47.2 -9.98203234107658 21.8 1.00619190749908 18.3 1.41168164678401 18.5 -1.33118103050433 "001001100001" "1111111111" "5214362466" "1483679623" "010101001" 124.9
"male" 34.0082191780822 "science" "german" 4 0 1.09183156533535 9.5 -0.596190894812097 18.2 1.69733851471373 20.9 0.946523400091204 18.3 1.32699169798389 7.7 0.893298856662415 "011010011100" "2152435521" "1446214352" "5486145893" "001011100" 74.6
"male" 29.3616438356164 "science" "german" 6 0 -0.0706817592436898 13.8 1.8214169933467 18.7 1.80680013542777 15.5 2.02986559688687 8 2.14310714217543 10.9 1.54610162171862 "010110100101" "3415324531" "2463164523" "5294617382" "110001100" 66.9
"male" 66.4575342465753 "other" "other" 6 1 -0.369969093310324 21.9 -3.04096573668208 10.1 -0.563836551461763 14 0.923763870614953 14 0.763649666512775 12.7 -0.457471568865288 "111001000000" "4453332211" "2253664165" "6635889417" "111111111" 72.7
"male" 41.7178082191781 "science" "german" 4 0 -1.04918793048125 14.2 0.0102290462036586 7.4 1.83422835573106 13.1 0.865484698993739 9.1 0.648757296046581 8.2 0.461902293298758 "010101011001" "3214352314" "1546566123" "5258474536" "011000111" 52
"male" 50.0657534246575 "science" "german" 6 0 -1.61629402321168 9.9 -0.179909135817002 19.9 0.791711430153535 24.3 -0.00783774141408321 18.5 1.60397979866688 9.3 0.11833006567553 "100010000000" "5352122531" "2135552466" "2564175428" "001011110" 81.9
"male" 31.813698630137 "science" "german" 6 0 -0.336596017760872 5 0.206595179695689 6.1 -0.668031680894026 26.7 0.556115634220512 13.2 0.540131631901439 10.6 0.0596429494325484 "000100101110" "3212321445" "6225264156" "5472965866" "110000101" 61.6
